date,SPY,QQQ,IWM,EFA,EEM,TLT,GLD,DBC
2017-02-21,107.6365,123.6646,162.6804,165.9011,119.4287,175.0208,156.0233,130.4102
2017-02-22,107.4215,122.8522,162.8913,164.6631,119.5831,173.044,156.4826,127.6412
2017-02-23,106.9032,122.4322,163.444,163.8285,117.2372,171.595,158.1167,131.3059
2017-02-24,107.0066,123.3111,162.5201,163.5305,115.6341,173.3334,157.6273,131.2615
2017-02-27,107.2256,123.8084,164.4224,161.8774,114.7552,172.2345,159.0167,131.8238
2017-02-28,106.2175,123.3313,164.9628,161.451,114.1071,171.2383,157.9524,132.2546
2017-03-01,108.6823,123.4349,167.3272,165.0071,116.3362,170.0622,158.5477,134.6694
2017-03-02,109.5967,124.2716,167.6494,166.5331,119.7444,169.2582,158.6866,135.9997
2017-03-03,109.3986,123.9694,166.5364,163.3382,118.9644,169.1042,157.0925,134.7793
2017-03-06,109.6195,123.786,165.9922,162.9627,119.4775,168.1524,159.9109,132.3728
2017-03-07,109.9849,125.6584,164.7131,163.5635,121.3041,167.7149,159.4759,133.4834
2017-03-08,110.6466,125.8231,167.3097,162.1433,122.1296,168.5748,159.5385,131.5306
2017-03-09,108.2206,122.5166,167.9411,161.012,120.7055,170.321,159.4054,131.6488
2017-03-10,107.9661,122.6293,167.545,162.2784,120.2812,172.3567,157.0508,130.4517
2017-03-13,108.9117,125.8997,168.733,161.7686,119.0805,172.5939,157.9616,129.1501
2017-03-14,109.2445,126.8094,169.5212,158.7778,116.6878,173.2193,157.3732,129.6415
2017-03-15,108.9635,123.6369,173.6696,156.6859,117.6618,173.1996,159.1678,131.04
2017-03-16,107.29,122.156,174.296,154.5639,116.434,173.6705,161.6337,135.0909
2017-03-17,108.8728,124.849,173.4605,155.884,117.2377,172.6995,162.0669,137.5441
2017-03-20,109.4974,126.0344,175.0573,156.5624,119.4286,173.0911,162.5486,135.3368
2017-03-21,109.1214,125.3086,175.6235,155.3825,118.7976,173.5996,160.599,134.1792
2017-03-22,110.1085,125.5163,175.4744,156.6616,118.0573,172.8903,162.3247,138.2361
2017-03-23,107.7177,123.5144,174.6825,154.5242,115.1112,172.0081,160.6231,135.5609
2017-03-24,105.4514,120.8737,175.7617,153.5108,115.1053,172.2494,157.5919,134.2694
2017-03-27,104.3039,121.6497,173.6202,154.1977,113.4706,173.084,159.1323,135.7089
2017-03-28,103.3825,120.3126,171.4129,152.2003,112.6835,174.1175,160.4448,134.3157
2017-03-29,102.777,119.9903,171.2514,151.6703,113.3886,174.5177,163.1383,136.9571
2017-03-30,104.4674,123.7346,174.7336,153.5643,114.7114,175.2252,168.2264,140.1383
2017-03-31,102.6408,120.6941,172.2679,151.6034,113.1802,179.0731,169.228,138.8798
2017-04-03,103.0333,119.296,172.7136,148.2811,110.2508,177.9541,169.4713,139.4268
2017-04-04,104.6791,119.0462,171.6109,148.0526,110.7993,178.1162,171.8625,141.1335
2017-04-05,105.3644,123.1849,169.5572,151.1228,110.6028,179.5319,171.0399,142.1327
2017-04-06,104.6031,121.0935,164.6823,151.0079,111.0938,179.6474,169.3378,140.6208
2017-04-07,104.3407,119.2664,163.4239,152.0194,111.2762,177.3502,168.5468,140.4068
2017-04-10,105.7808,120.9015,165.4504,154.2007,112.2789,178.0847,170.3785,142.1131
2017-04-11,105.556,119.6898,163.0595,154.0649,112.0444,178.4521,167.7376,137.9159
2017-04-12,104.1067,119.0384,158.973,151.2277,109.278,179.5954,167.2926,136.5218
2017-04-13,103.3875,120.7715,156.0185,149.3827,107.7113,183.0819,167.2436,134.34
2017-04-14,102.3465,121.6023,153.6207,150.2318,104.989,185.2578,168.0529,134.3901
2017-04-17,103.8064,122.9942,153.118,151.0661,107.2701,183.5833,165.0504,135.059
2017-04-18,102.0012,122.1953,152.624,150.6677,110.1467,183.3267,166.6903,136.2755
2017-04-19,100.2744,121.8688,148.908,149.4767,106.3595,183.9276,166.0263,135.4079
2017-04-20,100.7751,122.2888,150.9829,149.5576,105.8042,184.2162,168.2629,134.9557
2017-04-21,99.9223,120.9696,148.5039,147.9106,105.3007,185.0703,169.319,133.8433
2017-04-24,101.4689,121.9048,149.9045,148.3009,105.9306,185.2881,169.5381,136.2805
2017-04-25,101.6504,119.7886,148.0418,147.9613,105.2581,188.2223,171.7372,132.6779
2017-04-26,100.3432,118.7524,148.4818,147.5101,104.4507,187.2502,171.3082,132.6569
2017-04-27,102.1091,119.113,149.1567,150.0511,105.6468,188.8731,169.7594,134.5205
2017-04-28,102.043,121.0803,152.2957,150.6628,105.2125,187.3512,169.6494,136.2041
2017-05-01,103.2399,121.2388,151.1378,150.7926,105.877,189.6248,172.0548,140.0134
2017-05-02,101.9453,117.899,148.5096,150.8293,103.0779,192.0407,171.221,139.5892
2017-05-03,102.1089,116.8454,148.4547,152.6476,103.0894,191.9785,171.2271,137.7526
2017-05-04,101.1019,116.0411,145.0408,151.8241,100.1504,191.6998,169.2071,138.3707
2017-05-05,101.2099,116.2986,145.2503,150.1098,99.8097,192.3168,167.0493,137.9066
2017-05-08,100.2669,114.1561,146.0341,147.912,98.1965,192.5553,167.1788,141.8808
2017-05-09,99.9968,114.0391,145.2901,147.0699,99.6684,191.6139,165.2619,140.2816
2017-05-10,99.272,113.5514,143.9985,146.4814,99.1298,192.9771,165.4362,140.858
2017-05-11,97.7647,113.5153,140.0761,144.5668,98.198,193.5149,167.9549,137.6861
2017-05-12,97.639,113.4632,138.9249,147.289,98.9136,193.1623,168.691,136.7574
2017-05-15,97.4016,113.8448,138.1577,145.8192,96.7432,193.1997,170.4939,137.178
2017-05-16,96.3395,114.2283,136.7345,144.0213,94.1193,193.5567,172.9279,138.4339
2017-05-17,97.224,115.0512,138.194,145.7389,94.8847,192.9616,170.8226,141.1761
2017-05-18,97.2885,114.7665,137.419,146.1006,95.0006,194.5433,170.0419,139.7849
2017-05-19,97.5619,114.9595,135.2078,143.4232,95.0072,194.7193,172.3555,143.0421
2017-05-22,98.9736,113.9708,134.7135,141.736,94.2538,197.3335,171.214,141.5602
2017-05-23,97.2061,113.4962,134.653,140.8621,93.5213,197.1411,172.3041,141.847
2017-05-24,97.7703,113.9033,133.2542,142.8146,93.5131,199.249,174.9055,140.3052
2017-05-25,97.3753,113.9406,132.0562,144.4498,93.9553,198.8792,172.3382,141.4593
2017-05-26,97.5881,112.2629,132.0231,143.7669,94.669,199.0552,173.1108,145.5824
2017-05-29,99.0014,113.6259,132.6815,144.8515,95.079,202.528,172.5117,144.3357
2017-05-30,98.0832,113.973,131.7925,142.7776,94.1023,201.6191,170.897,145.2194
2017-05-31,96.3827,113.5229,126.5523,141.2943,92.6823,199.7641,170.8631,148.2383
2017-06-01,97.2745,116.6872,130.0256,144.7878,94.5696,198.0996,170.7401,152.2217
2017-06-02,99.7043,118.2103,134.1072,149.1577,98.9023,195.5979,172.7791,156.2017
2017-06-05,98.2402,118.1988,133.637,148.6714,98.5089,194.9482,172.8067,157.1841
2017-06-06,97.2891,115.74,132.7746,145.7716,98.296,193.485,173.9355,155.4176
2017-06-07,97.0247,115.7083,131.8918,145.426,96.6389,193.7813,173.4509,152.7358
2017-06-08,96.4635,114.4566,130.5965,146.7588,95.7196,192.3994,175.5837,156.9126
2017-06-09,96.1395,112.5281,132.3022,145.9368,92.9831,193.9623,173.3869,152.1495
2017-06-12,95.2343,111.0162,133.5519,142.8189,92.3725,192.1441,171.9452,152.0871
2017-06-13,96.4402,112.3438,133.3755,143.0557,93.6337,192.2406,171.8981,149.344
2017-06-14,98.8341,113.3553,134.0401,143.3319,91.2481,190.8777,172.4975,147.9793
2017-06-15,98.3599,112.1518,133.5441,139.7653,90.2746,192.8638,173.4772,145.2472
2017-06-16,98.6474,113.2967,134.4767,140.6976,91.4204,192.076,175.027,143.0814
2017-06-19,100.7679,116.0701,138.3729,143.4701,93.7881,192.5878,176.2044,145.3013
2017-06-20,101.2237,116.7072,139.7505,145.674,92.4958,192.9035,176.8172,144.6056
2017-06-21,100.4293,116.0652,138.4821,143.8804,93.1801,192.6824,179.4211,143.5368
2017-06-22,99.7136,116.1256,139.1163,144.8726,93.3451,193.0757,179.6064,145.1731
2017-06-23,100.248,118.6781,140.1086,146.8376,94.7165,194.6549,180.5346,149.4879
2017-06-26,99.3114,116.9223,135.8012,145.5348,93.0385,196.3055,183.7472,149.825
2017-06-27,98.4902,117.181,134.5895,144.5164,93.5743,196.7339,184.829,151.3792
2017-06-28,97.7735,116.8373,133.1425,142.9704,94.594,197.7242,186.0887,148.952
2017-06-29,99.6438,118.7918,137.1778,145.0126,95.911,196.5453,187.7107,151.6121
2017-06-30,99.4906,118.1417,138.373,144.8205,95.9704,197.2245,184.4447,152.858
2017-07-03,101.7595,120.3365,142.0274,145.9756,98.9193,199.2996,183.8751,150.9123
2017-07-04,100.142,118.7832,141.2666,146.4404,97.8614,198.0808,181.7811,152.6261
2017-07-05,102.2313,119.4899,142.9933,146.8731,97.3013,196.6926,183.8174,156.2544
2017-07-06,101.4764,118.8555,143.8617,144.9602,98.3739,197.2469,183.3869,155.3441
2017-07-07,99.6218,118.0279,143.3387,143.9856,99.5123,198.3933,184.3772,157.1298
2017-07-10,99.7768,119.0232,144.4218,144.6566,101.1044,194.4084,182.7465,156.1207
2017-07-11,100.1398,120.372,144.0802,146.266,102.963,192.6845,179.2794,157.1599
2017-07-12,99.9331,117.9318,142.4734,146.4564,99.9533,193.9166,181.1982,160.3594
2017-07-13,98.5394,116.5707,138.4875,146.5887,97.9199,194.9682,179.1887,158.6603
2017-07-14,98.4062,116.723,140.1805,145.208,97.1473,195.1101,177.3324,155.9756
2017-07-17,97.1626,114.5989,141.4338,143.8095,96.4855,199.3658,175.3938,155.9112
2017-07-18,97.093,115.0001,137.5838,145.1215,98.0454,200.2483,173.0937,156.6279
2017-07-19,96.8408,113.4616,139.8834,142.783,96.7312,197.5594,173.3819,151.3149
2017-07-20,96.312,112.9189,137.7756,141.1936,98.0526,195.1359,175.4624,151.0405
2017-07-21,94.9295,111.0824,137.0208,140.9438,96.2385,196.0587,172.6811,147.1916
2017-07-24,94.7847,109.4079,138.5365,142.8281,95.7641,194.5747,171.6833,144.6234
2017-07-25,93.3677,108.9685,139.9505,142.9469,96.2118,195.5799,168.3426,144.566
2017-07-26,91.4222,106.0883,136.7096,141.1541,95.1164,195.3697,166.5439,142.052
2017-07-27,91.4007,106.4035,135.9096,140.9954,96.7553,196.8907,167.9907,140.8357
2017-07-28,90.8751,105.9776,136.1782,142.8686,96.1382,195.6097,169.3283,140.7783
2017-07-31,90.6367,105.182,135.9718,140.7289,96.0468,195.456,165.373,142.6632
2017-08-01,88.729,103.4224,133.8553,138.1605,93.7913,196.5115,165.9051,138.8278
2017-08-02,90.0564,102.5493,135.9763,139.2799,93.4292,196.5361,163.5045,137.7817
2017-08-03,90.4141,104.1603,136.4078,139.0212,93.528,196.1458,161.0369,139.1371
2017-08-04,92.1339,106.1959,138.9144,141.7589,94.7303,193.394,162.6108,141.628
2017-08-07,91.8378,105.8456,137.8544,142.6673,96.3051,194.217,163.6917,144.8698
2017-08-08,92.7068,105.3217,138.0173,145.3932,96.216,193.3297,164.7383,146.6491
2017-08-09,92.5759,105.8675,138.1188,145.7442,95.8504,195.0248,163.1613,149.0502
2017-08-10,92.8702,105.5667,136.4103,145.9234,95.5485,195.2049,163.002,151.4893
2017-08-11,93.5749,106.5013,136.2753,147.5181,97.3828,194.4426,162.2731,152.6748
2017-08-14,93.4149,107.0769,134.8966,147.5359,97.3836,195.3126,161.7783,146.3974
2017-08-15,92.2518,106.2758,133.4338,148.1935,98.3466,196.0218,163.1662,144.8852
2017-08-16,91.2922,104.7371,134.6107,147.8285,99.2751,198.5065,164.7486,140.6895
2017-08-17,91.2455,103.782,132.3684,148.0323,98.5517,198.8687,165.6234,143.7287
2017-08-18,91.9089,104.6516,134.606,146.9179,99.4169,201.4803,168.0507,146.2299
2017-08-21,93.5592,106.3417,141.0162,145.727,100.0447,200.4722,166.0545,145.1835
2017-08-22,92.759,105.1426,142.7206,143.6928,100.4929,199.4526,169.6454,146.6727
2017-08-23,92.8279,104.7585,142.4076,145.3168,99.8993,198.9423,167.741,148.6325
2017-08-24,92.9464,105.8598,144.1945,144.226,99.6013,198.9208,164.2955,147.9362
2017-08-25,92.2735,104.0793,141.7512,144.8867,99.5079,195.7104,166.4718,147.2117
2017-08-28,93.2857,105.1822,140.8078,145.1715,98.4577,193.5744,165.2228,147.5336
2017-08-29,91.6939,102.1817,137.7991,142.8385,96.6893,194.6358,166.1172,152.9072
2017-08-30,90.7163,100.3392,137.2439,142.0019,96.8301,195.9211,164.9536,154.3255
2017-08-31,90.1212,99.7113,137.7799,143.1107,96.399,196.4435,168.8441,153.6737
2017-09-01,88.4258,97.0596,133.7769,141.577,95.712,197.827,172.0872,154.2863
2017-09-04,87.8053,95.3049,132.9279,141.2539,94.6509,197.3887,174.9492,156.6321
2017-09-05,86.9863,95.6238,131.9948,141.9289,93.5141,199.0881,175.6247,156.8115
2017-09-06,86.2146,96.2195,131.6234,141.1915,92.3019,198.9636,178.3431,158.0391
2017-09-07,87.0419,95.5393,133.081,143.6167,92.8454,200.4372,179.0111,159.3597
2017-09-08,86.449,94.0285,131.5332,144.4477,94.9172,199.6445,181.0861,162.5056
2017-09-11,85.278,93.6429,130.659,144.6049,94.5649,199.5884,181.261,165.7949
2017-09-12,85.1439,93.3948,130.9225,144.4038,93.8834,201.9644,183.8066,164.8637
2017-09-13,86.3018,95.7035,131.7921,145.0323,93.642,199.7272,183.1428,167.0661
2017-09-14,85.9258,95.6051,131.6916,143.3359,91.3159,197.6407,183.3714,169.7668
2017-09-15,85.1104,95.0787,132.0813,141.7209,89.9122,196.4945,183.7505,172.9809
2017-09-18,85.2171,94.726,133.8835,141.2765,91.2091,195.3581,184.2101,173.7318
2017-09-19,85.3714,94.9231,132.0644,141.4473,90.5558,196.0809,183.3349,168.5765
2017-09-20,84.7473,94.6061,133.2992,142.0819,90.2165,195.8261,185.1004,165.2244
2017-09-21,85.1735,95.7031,132.0199,142.6761,89.4134,196.3382,185.0398,167.0281
2017-09-22,84.6321,96.5515,133.0818,143.9648,90.7311,197.3149,187.1166,166.0628
2017-09-25,83.2344,94.9295,130.4098,141.7178,89.8364,196.019,189.3364,162.0136
2017-09-26,83.014,95.6586,132.3201,140.5579,89.2242,195.0068,189.738,161.0011
2017-09-27,83.9715,97.4219,133.2212,140.125,88.7656,193.2385,193.6066,162.7307
2017-09-28,83.8971,95.9517,133.1697,137.9847,90.1578,196.2317,195.3014,161.9356
2017-09-29,83.2901,95.1528,132.7017,135.5998,90.3091,197.0555,198.7793,163.2231
2017-10-02,83.9561,95.4226,133.3042,138.1831,92.5269,196.9713,199.0634,164.8161
2017-10-03,82.8419,95.2867,132.2889,136.1843,90.3224,197.0881,195.6356,162.3571
2017-10-04,82.3357,93.2046,133.5825,137.5705,89.4982,198.219,194.8665,165.0932
2017-10-05,82.0839,93.185,133.3414,137.9813,88.907,198.3784,194.8192,168.4325
2017-10-06,82.4236,94.1481,132.9366,140.2972,90.5065,201.0706,194.375,170.2215
2017-10-09,80.9365,93.51,131.2664,138.9868,89.8819,201.8415,190.3878,169.0869
2017-10-10,79.7823,90.7295,129.5501,138.3242,89.1914,202.2226,192.621,171.5179
2017-10-11,79.6569,89.7861,130.5589,139.3297,87.6042,201.5838,189.3026,169.8632
2017-10-12,79.5207,91.8789,132.7447,139.392,87.9205,204.0793,190.6789,170.4436
2017-10-13,79.81,92.0121,133.2199,139.6249,88.901,201.6327,194.9837,172.9242
2017-10-16,79.9385,92.6304,136.6459,139.5017,90.3204,203.001,193.7761,173.5179
2017-10-17,79.2311,91.1989,133.0868,136.8956,89.9011,202.757,195.9862,181.083
2017-10-18,78.6855,89.4224,130.7886,135.2656,89.3658,206.8049,196.5568,180.5067
2017-10-19,78.4484,88.2996,130.16,137.8348,89.8783,207.4288,198.886,180.9733
2017-10-20,78.484,87.6761,127.0788,137.7033,90.277,208.6491,197.4744,179.9316
2017-10-23,78.827,87.5091,129.1678,140.5479,91.5428,208.2955,197.2146,181.3043
2017-10-24,78.3152,87.3366,128.0645,142.6118,92.0136,211.1238,198.7091,181.99
2017-10-25,78.2228,86.9456,129.681,146.1959,92.1051,210.0654,197.3353,176.9023
2017-10-26,78.2029,86.6497,130.4207,148.5249,92.1166,207.794,193.9993,182.5425
2017-10-27,78.4307,87.1106,132.4901,152.2755,92.6718,203.5818,195.9733,181.4043
2017-10-30,78.8154,87.6077,132.7931,153.2856,92.2536,204.9198,192.5146,178.6826
2017-10-31,77.6386,85.8259,129.5058,151.7812,90.0865,208.3622,192.1659,177.1671
2017-11-01,75.9935,83.2572,126.7324,149.7691,88.9415,207.214,192.6628,176.0863
2017-11-02,77.3263,84.0885,129.3552,150.83,88.9625,207.0506,193.0155,174.4216
2017-11-03,78.295,85.9458,130.9311,152.2682,90.7261,205.5525,197.021,176.0006
2017-11-06,77.5194,85.2974,128.6446,152.1132,89.8728,208.2211,197.8122,173.3287
2017-11-07,76.5538,83.4546,124.7304,149.8424,89.5345,211.8066,198.4638,172.0637
2017-11-08,76.2789,83.6389,125.3212,148.4826,90.4061,210.8644,199.751,171.0371
2017-11-09,76.612,82.7862,125.739,149.8473,92.0371,212.6396,200.0349,173.4
2017-11-10,77.5399,84.0293,127.9683,150.919,92.9739,214.3736,200.62,176.544
2017-11-13,77.3374,84.228,128.4027,150.8202,93.8828,211.7205,201.0133,172.5458
2017-11-14,77.2668,83.2219,127.2928,150.1977,94.3643,213.2114,199.6585,172.8156
2017-11-15,76.4922,82.008,126.5749,148.7747,91.8633,211.8024,199.2646,167.2195
2017-11-16,76.3848,81.7366,127.4576,150.2715,93.9186,211.8519,199.2637,168.9044
2017-11-17,75.9802,82.3145,129.915,149.7698,96.2477,213.1453,195.4262,165.7464
2017-11-20,76.7396,82.422,129.6967,150.0315,96.4093,212.8891,196.2788,165.4449
2017-11-21,77.673,83.2771,134.7917,152.4717,99.1186,214.7681,195.8073,167.1748
2017-11-22,77.8515,84.3391,136.1202,154.3546,101.4273,216.0872,196.4494,170.0084
2017-11-23,77.6662,84.6999,135.1551,155.5303,101.8299,214.8187,194.1764,166.4568
2017-11-24,77.4699,84.6097,133.9223,152.9773,100.9243,211.9497,192.7718,165.7485
2017-11-27,78.7334,85.5348,136.5418,154.501,103.0039,212.6295,191.6271,164.5715
2017-11-28,78.7999,86.0609,138.5239,156.3223,102.468,215.2914,193.9878,163.5004
2017-11-29,79.7734,86.8575,141.1749,158.3688,101.8719,216.1006,198.0604,169.2785
2017-11-30,80.9762,87.4106,139.1515,158.2332,102.6824,216.9219,199.4776,172.6225
2017-12-01,81.3239,88.9775,142.0836,157.2157,104.2861,219.1321,200.043,175.5934
2017-12-04,81.8524,89.744,143.9584,157.7816,104.2608,219.673,199.2579,183.6842
2017-12-05,82.4244,89.6528,142.5761,160.4066,104.6894,218.9017,201.4093,182.5068
2017-12-06,83.1283,89.8098,144.3034,161.1525,104.9256,220.131,200.3707,184.5768
2017-12-07,82.2769,89.4629,142.1501,158.3711,102.2338,219.1219,198.6325,183.2102
2017-12-08,82.0153,89.2404,142.9186,156.6194,99.3283,219.2658,198.2347,185.5429
2017-12-11,81.5316,89.4527,143.6728,155.1755,97.6931,220.9774,197.9337,186.7567
2017-12-12,81.6549,87.8849,142.49,152.8223,96.8846,220.3421,194.6217,187.2766
2017-12-13,82.9966,88.8397,142.8007,155.9438,98.9641,217.4666,192.5562,187.1798
2017-12-14,84.6719,91.0048,145.2422,159.1528,101.0121,218.948,192.636,191.6738
2017-12-15,85.7883,91.3292,144.6108,159.2474,102.9114,218.5939,191.5351,195.5045
2017-12-18,86.1555,92.2821,146.1247,160.6033,102.4574,219.0228,192.789,197.4927
2017-12-19,87.2048,93.8577,150.5556,163.0371,102.6432,218.9019,193.0527,200.6472
2017-12-20,87.6428,93.1596,148.5019,161.3289,102.9193,218.6055,193.3655,196.1774
2017-12-21,88.2074,93.4257,147.7848,161.3604,102.6992,218.3012,190.5893,190.6107
2017-12-22,87.4815,91.8951,144.6455,160.4165,102.7459,220.4697,190.2502,189.8299
2017-12-25,87.4059,92.5869,144.5494,161.024,103.503,218.6782,190.6888,186.3132
2017-12-26,87.6257,94.1433,145.3079,158.9611,105.2585,220.7149,190.2323,190.0778
2017-12-27,86.7177,92.7188,142.7606,157.7498,103.5687,220.4101,192.1817,192.4568
2017-12-28,86.5224,93.0438,143.7588,158.6362,105.0332,224.4414,190.4253,195.0486
2017-12-29,87.9166,93.0212,145.4304,160.7012,107.6948,225.4082,189.6411,196.9613
2018-01-01,88.4014,94.6105,150.0204,162.0404,109.6351,224.458,188.0193,202.2111
2018-01-02,89.5676,95.2515,149.6118,162.4592,111.2745,225.3535,187.533,204.5118
2018-01-03,89.1186,94.5119,151.9726,162.2579,110.1209,224.4855,187.5791,203.9872
2018-01-04,89.4263,95.0456,154.9551,163.1035,111.7395,225.146,189.9563,202.6732
2018-01-05,90.9317,94.9155,157.841,163.4589,113.4768,224.5969,190.3838,207.0004
2018-01-08,90.2044,93.8299,157.2156,164.0535,112.7032,225.1227,190.0157,208.5919
2018-01-09,89.1735,93.8736,154.4075,161.5922,112.6583,223.4111,188.0373,217.9935
2018-01-10,88.981,93.816,152.4355,161.6797,112.6177,227.3424,184.2657,212.6916
2018-01-11,88.0183,92.9964,149.5034,159.892,112.4252,227.805,184.4894,212.5884
2018-01-12,87.6,93.014,147.6466,158.3063,112.3094,227.9709,185.6512,212.2819
2018-01-15,87.7794,92.0292,149.976,161.2748,113.7131,226.4644,185.8338,216.7293
2018-01-16,88.4826,93.4708,152.9049,160.161,114.168,227.3883,189.2049,217.842
2018-01-17,86.5084,91.2073,149.3252,157.6766,113.3962,226.9008,186.2422,213.8109
2018-01-18,85.6614,91.4818,149.3215,156.2157,115.0375,223.8238,186.3568,219.0931
2018-01-19,86.2053,91.8721,150.6771,157.4078,115.1458,223.4566,185.155,216.1708
2018-01-22,86.1605,92.1444,151.3267,159.8598,116.0887,222.0673,186.8499,216.3218
2018-01-23,87.7753,94.3441,154.3309,161.3124,114.6755,219.5593,186.7598,216.6479
2018-01-24,87.008,95.9873,155.0529,161.2101,115.5217,218.3302,183.5887,217.0775
2018-01-25,85.8216,94.9968,153.9017,161.7981,116.2053,218.4846,184.013,216.3692
2018-01-26,85.3209,94.3141,152.8822,161.1097,114.9023,218.6361,187.5499,216.7564
2018-01-29,85.284,94.6665,154.5428,162.6833,115.5693,218.1117,187.8273,214.6506
2018-01-30,84.9383,96.7425,156.4395,164.3066,115.8347,216.7502,186.8305,216.5434
2018-01-31,86.9551,96.2411,157.1906,162.0686,116.5773,218.5392,187.9321,214.1521
2018-02-01,87.1218,97.4216,160.4908,163.2089,118.0598,221.9744,191.8319,209.1135
2018-02-02,87.0091,96.8043,160.8639,161.7364,116.8622,224.1506,193.0886,208.8315
2018-02-05,86.1087,93.6781,158.2107,159.5104,115.5661,224.2852,191.5358,212.4009
2018-02-06,86.1977,93.1417,158.0383,160.7478,113.6614,226.4545,190.5193,208.966
2018-02-07,86.5703,94.91,158.9987,160.4357,114.5964,226.8403,190.5629,204.3101
2018-02-08,86.064,94.2684,160.6843,162.723,114.7714,227.9396,188.818,204.5411
2018-02-09,85.4526,94.3889,157.8772,160.1395,113.5072,229.4295,190.2436,204.8898
2018-02-12,85.5192,95.6605,160.6589,159.0518,113.8157,228.9435,190.8947,203.1128
2018-02-13,85.6044,95.2735,159.9668,159.5052,113.0489,229.9047,192.9375,204.0382
2018-02-14,84.6337,94.9377,158.1564,158.367,113.9461,229.9826,190.3368,206.4683
2018-02-15,85.8956,93.7709,157.7873,159.1538,113.7037,227.3155,191.2008,202.209
2018-02-16,85.3475,92.9765,155.6037,158.7285,114.3075,226.1961,189.8838,204.0947
2018-02-19,85.5059,93.9474,153.064,158.8254,113.5961,227.9141,190.2777,206.6174
2018-02-20,84.9733,94.0228,154.5215,158.6522,114.9654,230.7003,193.0554,204.883
2018-02-21,83.5019,93.2328,156.0706,157.5957,115.2876,233.1704,190.5816,207.5068
2018-02-22,82.7369,92.8913,152.5903,157.8958,116.358,232.8264,188.3362,208.9059
2018-02-23,83.1673,96.0494,153.212,161.4031,119.7076,232.6613,188.8771,210.3759
2018-02-26,82.3349,94.864,152.8734,159.999,119.0411,231.17,188.6914,212.4814
2018-02-27,80.5505,94.4942,149.6414,157.17,118.6158,230.4345,189.8056,215.486
2018-02-28,79.7066,92.9005,148.2361,154.6402,119.2476,231.2414,189.377,218.202
2018-03-01,79.4387,94.4768,148.2645,156.6481,117.8123,232.0147,189.7986,216.0315
2018-03-02,79.1388,93.5924,147.5453,157.768,117.2044,231.9478,191.776,217.032
2018-03-05,78.872,93.6776,147.0199,155.1879,114.9085,232.2675,191.3457,217.5096
2018-03-06,80.1803,94.553,145.1161,154.1401,117.6023,234.2044,188.0245,219.9597
2018-03-07,78.6201,92.4398,139.4965,150.1993,112.7324,234.8672,191.293,215.3968
2018-03-08,78.8228,93.8409,141.5599,150.8589,110.6783,236.6846,191.2015,218.8034
2018-03-09,79.2483,95.7066,145.9319,152.7124,110.9241,235.7365,189.9566,221.4149
2018-03-12,78.1183,95.8762,146.7031,152.3805,107.8156,234.9148,191.3484,225.572
2018-03-13,77.3034,95.0484,146.89,151.6914,107.7079,232.626,191.033,224.0919
2018-03-14,77.4275,93.6585,142.1987,152.5608,105.6095,233.8209,192.4129,219.2445
2018-03-15,77.1538,92.9414,139.9947,152.5872,102.7235,229.6494,193.8144,218.4697
2018-03-16,76.6116,92.6873,141.6841,152.4553,102.4952,230.0758,193.8423,226.0465
2018-03-19,77.1594,93.7358,146.2896,155.2231,103.6104,230.6405,189.8836,220.3244
2018-03-20,77.8849,94.577,151.3005,155.0365,102.7754,229.5152,189.7382,219.3275
2018-03-21,77.3214,95.3736,150.5049,154.6817,101.7035,229.267,187.2492,217.301
2018-03-22,78.6529,96.7427,151.203,156.7316,103.0981,227.0347,188.2444,211.5808
2018-03-23,78.5164,97.9897,151.1926,157.4987,102.6746,229.8801,186.8342,207.14
2018-03-26,80.6664,99.6941,154.0471,157.3556,103.892,228.5929,188.2942,210.6368
2018-03-27,81.2528,100.2291,156.6663,157.0229,105.3818,227.1817,187.5292,209.3323
2018-03-28,82.0393,100.9741,157.3829,157.7274,108.2784,227.3216,186.4994,212.39
2018-03-29,82.6663,100.6932,158.106,158.7682,108.2084,226.6152,184.8146,210.5206
2018-03-30,84.6052,104.0827,163.5495,164.0452,109.6255,225.6253,187.2892,214.0178
2018-04-02,85.5069,106.7601,165.7743,166.1139,110.2054,225.019,186.6983,216.1022
2018-04-03,84.8239,106.2699,165.7191,165.1586,109.7478,225.7072,187.5186,210.3269
2018-04-04,86.3398,108.1331,166.1032,167.2364,110.6484,227.7782,186.7729,211.3797
2018-04-05,86.3418,108.485,163.6721,166.6432,111.2093,228.7347,186.6557,212.9897
2018-04-06,86.206,108.2879,165.4708,166.5214,113.9981,229.5294,188.0916,219.4836
2018-04-09,86.9151,109.3623,164.0954,168.7853,112.7094,231.4641,189.2911,219.1041
2018-04-10,87.8834,109.9046,167.2287,168.9463,112.2634,232.3751,188.8453,219.655
2018-04-11,87.3323,110.995,164.2605,169.7415,114.5957,232.864,189.6362,220.2435
2018-04-12,88.2432,109.5467,163.1813,171.0021,113.8671,234.435,189.0729,222.8461
2018-04-13,88.3889,110.1533,165.55,172.3997,115.2987,235.5262,189.9478,220.9497
2018-04-16,87.934,110.3836,166.2975,174.6425,116.6281,235.2627,190.0271,217.6069
2018-04-17,86.1623,107.9928,160.6786,175.4189,116.3127,234.4154,190.0545,213.8273
2018-04-18,85.839,109.9935,162.6808,177.4632,119.9308,235.9227,190.4935,214.2711
